"ID","Project","ScriptName","login","password","TestDescription","ClientChannel","Locale","Currency","Brand","ShipEmail","ShipPhone","ShipCity","ShipCountryCode","ShipLine1","ShipLine2","ShipPostalCode","ShipState","ShipFirstName","ShipLastName","BillEmail","LoyaltyCardNumber","LoyaltyCardId","BillPhone","BillCity","BillCountryCode","BillLine1","BillLine2","BillPostalCode","BillState","BillFirstName","BillLastName","PromoCode","ShipmentType","shipping_option","CreditCard","CCType","ExpMonth","ExpYear","UseSVS","SVS","PIN","CVV","pay_type","Checkout","QtyIncrease","SqlQuery","Databases","DB_ENV","Endpoints","SVC_ENV"
"TFS47119","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Minneapolis MN","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Minneapolis","US","1100 University Ave",,"55413","MN","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Minneapolis","US","1100 University Ave",,"55413","MN","Accept","Billing",,"ShipToAddress","One Day","6011186767363110","Discover","8","2025","false",,,"515","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47120","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Jackson MS","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Jackson","US","2520 Gallatin St",,"39204","MS","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Jackson","US","2520 Gallatin St",,"39204","MS","Accept","Billing",,"ShipToAddress","Two Day","343434343434343","AmericanExpress","9","2030","false",,,"5158","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47121","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship St. Louis MO","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","St. Louis","US","1919 S Jefferson",,"63104","MO","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","St. Louis","US","1919 S Jefferson",,"63104","MO","Accept","Billing",,"ShipToAddress","Value","6011186767363110","Discover","8","2033","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47122","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Anaconda MT","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Anaconda","US","150 Van Buren St",,"59711","MT","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Anaconda","US","150 Van Buren St",,"59711","MT","Accept","Billing",,"ShipToAddress","Standard","343434343434343","AmericanExpress","9","2014","false",,,"1024","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47123","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Aurora NE","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Aurora","US","1601 Q Street",,"68818","NE","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Aurora","US","1601 Q Street",,"68818","NE","Accept","Billing",,"ShipToAddress","One Day","6011186767363110","Discover","8","2020","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47124","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Las Vegas NV","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Las Vegas","US","301 Fremont",,"89101","NV","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Las Vegas","US","301 Fremont",,"89101","NV","Accept","Billing",,"ShipToAddress","Two Day","343434343434343","AmericanExpress","9","2014","false",,,"6651","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47125","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Concord NH","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Concord","US","117 Loudon Rd",,"23301","NH","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Concord","US","117 Loudon Rd",,"23301","NH","Accept","Billing",,"ShipToAddress","Value","6011186767363110","Discover","8","2020","false",,,"454","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47126","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Wayne NJ","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Wayne","US","741 Hamburg Tpke","Apt 1-A","94101","NJ","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Wayne","US","741 Hamburg Tpke","Apt 1-A","94101","NJ","Accept","Billing",,"ShipToAddress","Standard","343434343434343","AmericanExpress","9","2026","false",,,"8523","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47127","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Albuquerque NM","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Albuquerque","US","300 Lomas Blvd NE",,"87102","NM","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Albuquerque","US","300 Lomas Blvd NE",,"87102","NM","Accept","Billing",,"ShipToAddress","One Day","6011186767363110","Discover","8","2016","false",,,"551","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47128","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship White Plains NY","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","White Plains","US","200 Hamilton Ave",,"10601","NY","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","White Plains","US","200 Hamilton Ave",,"10601","NY","Accept","Billing",,"ShipToAddress","Two Day","343434343434343","AmericanExpress","9","2014","false",,,"8942","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47129","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Raleigh NC","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Raleigh","US","703 W Peace St",,"27605","NC","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Raleigh","US","703 W Peace St",,"27605","NC","Accept","Billing",,"ShipToAddress","Value","6011186767363110","Discover","8","2020","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47130","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Fargo ND","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Fargo","US","905 Main Ave",,"58103","ND","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Fargo","US","905 Main Ave",,"58103","ND","Accept","Billing",,"ShipToAddress","Standard","343434343434343","AmericanExpress","9","2015","false",,,"6581","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47131","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Akron OH","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Akron","US","578 E Market St",,"44304","OH","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Akron","US","578 E Market St",,"44304","OH","Accept","Billing",,"ShipToAddress","One Day","6011186767363110","Discover","8","2020","false",,,"548","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47132","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Stillwater OK","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Stillwater","US","920 W 6th St",,"74074","OK","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Stillwater","US","920 W 6th St",,"74074","OK","Accept","Billing",,"ShipToAddress","Two Day","343434343434343","AmericanExpress","9","2014","false",,,"5515","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47133","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Madras OR","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Madras","US","28 NE Oak St","77662","97741","OR","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Madras","US","28 NE Oak St","77662","97741","OR","Accept","Billing",,"ShipToAddress","Value","6011186767363110","Discover","8","2020","false",,,"125","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47134","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Carbondale PA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Carbondale","US","116 Brooklyn St",,"18472","PA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Carbondale","US","116 Brooklyn St",,"18472","PA","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2020","false",,,"121","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47135","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Warwick RI","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Warwick","US","876 Bald Hill Rd",,"22886","RI","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Warwick","US","876 Bald Hill Rd",,"22886","RI","Accept","Billing",,"ShipToAddress","One Day","343434343434343","AmericanExpress","9","2014","false",,,"1251","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47136","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Denmark SC","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Denmark","US","18128 Heritage Hwy",,"29042","SC","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Denmark","US","18128 Heritage Hwy",,"29042","SC","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2015","false",,,"124","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47137","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Sioux Falls SD","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Sioux Falls","US","3200 S Minnesota Ave",,"57105","SD","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Sioux Falls","US","3200 S Minnesota Ave",,"57105","SD","Accept","Billing",,"ShipToAddress","Value","6011186767363110","Discover","9","2016","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47138","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Nashville TN","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Nashville","US","1201 Broadway",,"37203","TN","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Nashville","US","1201 Broadway",,"37203","TN","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2025","false",,,"515","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47139","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Irving TX","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","One Day","343434343434343","AmericanExpress","9","2030","false",,,"5158","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47140","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Orem UT","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Orem","US","575 E University Pkwy",,"84097","UT","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Orem","US","575 E University Pkwy",,"84097","UT","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2033","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47141","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Berlin VT","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Berlin","US","282 Berlin Mall Rd",,"25602","VT","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Berlin","US","282 Berlin Mall Rd",,"25602","VT","Accept","Billing",,"ShipToAddress","Value","343434343434343","AmericanExpress","9","2014","false",,,"1024","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47142","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Richmond VA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Richmond","US","937 W Broad St",,"23220","VA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Richmond","US","937 W Broad St",,"23220","VA","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2020","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47143","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship East Wenatchee WA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","East Wenatchee","US","500 B Valley Mall Pkwy",,"98802","WA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","East Wenatchee","US","500 B Valley Mall Pkwy",,"98802","WA","Accept","Billing",,"ShipToAddress","One Day","343434343434343","AmericanExpress","9","2014","false",,,"6651","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47144","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Clarksburg WV","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Clarksburg","US","486 Emily Dr",,"26301","WV","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Clarksburg","US","486 Emily Dr",,"26301","WV","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2020","false",,,"454","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47145","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Madison WI","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Madison","US","640 State Street",,"53703","WI","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Madison","US","640 State Street",,"53703","WI","Accept","Billing",,"ShipToAddress","Value","343434343434343","AmericanExpress","9","2026","false",,,"8523","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47146","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Casper WY","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Casper","US","4007 CY Avenue",,"82604","WY","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Casper","US","4007 CY Avenue",,"82604","WY","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2016","false",,,"551","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47147","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Tumon GU","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Tumon","GU","202 Hilton Road",,"96913",,"Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Tumon","GU","202 Hilton Road",,"96913",,"Accept","Billing",,"ShipToAddress","International (Zone 4)","343434343434343","AmericanExpress","9","2014","false",,,"8942","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47148","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship San Juan PR","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","San Juan","US","Ave Isla Verdes",,"00913","PR","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","San Juan","US","Ave Isla Verdes",,"00913","PR","Accept","Billing",,"ShipToAddress","Expedited","343434343434343","AmericanExpress","9","2014","false",,,"1251","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47149","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Irving TX","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Irving ","US","P.O. Box 123456","Return To Sender","76038","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving ","US","P.O. Box 123456","Return To Sender","76038","TX","Accept","Billing",,"ShipToAddress","Value","343434343434343","AmericanExpress","9","2015","false",,,"6581","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47150","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Huntsville AL","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Huntsville","US","2600 Memorial Pkwy NW","Suite 300","35810","AL","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving ","US","P.O. Box 123456","Return To Sender","76038","TX","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2020","false",,,"121","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47151","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Anchorage AK","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Anchorage","US","320 West 5th Avenue",,"99501","AK","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","San Juan","US","Ave Isla Verdes",,"00913","PR","Accept","Billing",,"ShipToAddress","Saver","343434343434343","AmericanExpress","9","2014","false",,,"1251","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47152","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Phoenix AZ","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Phoenix","US","545 E McDowell",,"85007","AZ","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Hartford","US","98 Weston St",,"16120","CT","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2015","false",,,"124","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47153","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Bentonville AR","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Bentonville","US","1401 Phyllis St",,"72712","AR","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Richmond","US","937 W Broad St",,"23220","VA","Accept","Billing",,"ShipToAddress","Value","6011186767363110","Discover","9","2016","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47154","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship San Jose CA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","San Jose","US","777 Story Rd","Apt 2","95122","CA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Stillwater","US","920 W 6th St",,"74074","OK","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2025","false",,,"515","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47155","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Denver CO","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Denver","US","505 East Colfax Avenue",,"80203","CO","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Fargo","US","905 Main Ave",,"58103","ND","Accept","Billing",,"ShipToAddress","One Day","343434343434343","AmericanExpress","9","2030","false",,,"5158","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47156","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Hartford CT","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Hartford","US","98 Weston St",,"16120","CT","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Honolulu","US","888 Kapahulu Ave",,"96816","HI","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2033","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47157","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Camden DE","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Camden","US","263 Walmart Dr",,"19934","DE","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Warwick","US","876 Bald Hill Rd",,"22886","RI","Accept","Billing",,"ShipToAddress","Value","343434343434343","AmericanExpress","9","2014","false",,,"1024","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47158","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Washington DC","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Washington","US","6 Independence Ave SW",,"20004","DC","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","San Jose","US","777 Story Rd","Apt 2","95122","CA","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2020","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47159","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Tampa FL","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Tampa","US","5440 Washington St",,"33606","FL","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Wayne","US","741 Hamburg Tpke","Apt 1-A","94101","NJ","Accept","Billing",,"ShipToAddress","One Day","343434343434343","AmericanExpress","9","2014","false",,,"6651","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47160","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Atlanta GA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Atlanta","US","30 Marietta St","5th Floor","30303","GA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Raleigh","US","703 W Peace St",,"27605","NC","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2020","false",,,"454","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47161","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Honolulu HI","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Honolulu","US","888 Kapahulu Ave",,"96816","HI","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Madison","US","640 State Street",,"53703","WI","Accept","Billing",,"ShipToAddress","Saver","343434343434343","AmericanExpress","9","2026","false",,,"8523","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47162","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc different bill ship Boise ID","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Boise","US","1185 Vista Ave",,"83705","ID","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","LaPlata","US","6385 Crain Highway",,"20646","MD","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2016","false",,,"551","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
