"ID","Project","ScriptName","TestDescription","login","password","valid_pur_svs_cc","pur","promo_code","continue_checkout","cc_type","cc_number","exp_month","exp_year","cvv","svs_number","svs_pin","first_name","last_name","shipping_line1","shipping_line2","shipping_city","shipping_state","shipping_zip","shipping_country","shipping_phone","shipping_email","billing_line1","billing_line2","billing_city","billing_state","billing_zip","billing_country","billing_phone","billing_email","Endpoints","SVC_ENV","Property","PROP_URL","SqlQuery","Databases","DB_ENV","submit_order","billing_address_same_as_shipping","change_existing_address","do_google_analytics","GC_TYPE","GC_AMNT","GC_QTY","GC_OTHER_AMNT","use_paypal_at_cart","use_paypal_at_payment","do_pixel_validate"
"TFS47731","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Digital Product Purchase using Valid GC as Auth User","gsui_20140606_140620_430@qagsecomprod.oib.com","T3sting1","TRUE",3976748419049,,"TRUE",,,,,,"6364913881999911897",6395,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","Get_DLC_Products.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS50514","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid CC as Auth User login through checkout","gsui_20140606_140624_403@qagsecomprod.oib.com","T3sting1","TRUE",3976446736603,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47662","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid CC as Auth User Address Saved in profile","gsui_20140606_140626_656@qagsecomprod.oib.com","T3sting1","TRUE",3976257598365,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47697","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Modify Billing Address under Payment Page as Auth User","gsui_20140606_140629_230@qagsecomprod.oib.com","T3sting1","TRUE",3976444882441,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","TRUE","FALSE",,,,,"FALSE","FALSE",
"TFS47498","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Optional Gift Msg Field should Accept under 50 Characters as Auth User","gsui_20140606_140631_282@qagsecomprod.oib.com","T3sting1","TRUE",3976281437143,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47500","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Optional Gift Msg Field should Accept 50 Characters as Auth User","gsui_20140606_140633_715@qagsecomprod.oib.com","T3sting1","TRUE",3976770581435,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47501","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Optional Gift Msg Field should Not Accept over 50 Char as Auth User","gsui_20140606_140635_873@qagsecomprod.oib.com","T3sting1","TRUE",3976392419295,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47426","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid GC(full payment) as Auth User","gsui_20140606_140638_286@qagsecomprod.oib.com","T3sting1","TRUE",3976277072375,,"TRUE",,,,,,"6364913881999911897",6395,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47427","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product Purchase using Invalid CC as Auth User","qa_ui_testing1@qagsecomprod.oib.com","T3sting","FALSE",,,"TRUE","Visa","1234567890123456",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47428","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product Purchase using Invalid GC as Auth User","qa_ui_testing1@qagsecomprod.oib.com","T3sting","FALSE",,,"TRUE",,,,,,1234567890123460000,1234,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47420","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Preorder and Non Preorder Purchase Using Valid CC as Auth User","gsui_20140606_140645_518@qagsecomprod.oib.com","T3sting1","TRUE",3976299288728,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","PreOrder_Physical.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47421","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Preorder Product and DLC Purchase With Valid CC as Auth User","gsui_20140606_140647_712@qagsecomprod.oib.com","T3sting1","TRUE",3976222196147,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","PreOrder_Digital.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47422","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product Purchase as Employee Order using Valid CC as Auth User","gsui_20140606_140650_264@qagsecomprod.oib.com","T3sting1","TRUE",3976763086350,"0Rd3RD1SC  ","TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47423","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product Purchase for BillShip Mismatch review Using Valid CC as Auth User","gsui_20140606_140652_385@qagsecomprod.oib.com","T3sting1","TRUE",3976170706384,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","TRUE","FALSE",,,,,"FALSE","FALSE",
"TFS47424","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Multiple Physical Products Purchase (value GT $200) for High Dollar Review using Valid CC as Auth User","gsui_20140606_140654_564@qagsecomprod.oib.com","T3sting1","TRUE",3976166844835,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47425","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_ISPU_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout PreOrder Product Purchase using Valid CC Store Pickup as Auth User","qa_ui_testing1@qagsecomprod.oib.com","T3sting","TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","Get_ISPU_Product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47416","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid CC as Auth User","gsui_20140606_140724_737@qagsecomprod.oib.com","T3sting1","TRUE",3976366273801,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","TRUE","FALSE",,,,,"FALSE","FALSE",
"TFS47417","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Digital Product Purchase using Valid CC as Auth User","gsui_20140606_140726_853@qagsecomprod.oib.com","T3sting1","TRUE",3976012189278,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","Get_DLC_Products.sql","databases.csv","QA_Catalog","TRUE","FALSE","TRUE","FALSE",,,,,"FALSE","FALSE",
"TFS47418","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout PreOrder Product Purchase using Valid CC Shipped as Auth User","gsui_20140606_140830_184@qagsecomprod.oib.com","T3sting1","TRUE",3976981562042,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","TRUE","FALSE",,,,,"FALSE","FALSE",
"TFS47419","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product And Digital Purchase using Valid CC as Auth User","gsui_20140606_140832_340@qagsecomprod.oib.com","T3sting1","TRUE",3976274600764,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","Physical_Digital.sql","databases.csv","QA_Catalog","TRUE","FALSE","TRUE","FALSE",,,,,"FALSE","FALSE",
"TFS47515","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_new_user_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid CC as New User",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","TRUE","FALSE",,,,,"FALSE","FALSE",
"TFS57934","Analytics","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","Verify Google Analytics as authenticated user in GS Mobile Main page","qa_ui_testing1@qagsecomprod.oib.com","T3sting","TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","TRUE",,,,,"FALSE","FALSE",
"TFS58238","Analytics","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","Verify Google Analytics as guest in GS Mobile Cart page",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","TRUE",,,,,"FALSE","FALSE",
"TFS58242","Analytics","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","Verify Google Analytics as guest in GS Mobile Product Details page",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","TRUE",,,,,"FALSE","FALSE",
"TFS58251","Analytics","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","Verify Google Analytics as authenticated user in GS Mobile Order Confirmation page","qa_ui_testing1@qagsecomprod.oib.com","T3sting","TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","TRUE",,,,,"FALSE","FALSE",
"TFS64582","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid CC as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS64581","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid CC as Auth User Address Saved in profile","gsui_20140606_140724_737@qagsecomprod.oib.com","T3sting1","TRUE",3976366273801,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS64583","Cart","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Remove Product from the Cart holding Single Product as Auth User","gsui_20140606_140726_853@qagsecomprod.oib.com","T3sting1","TRUE",3976012189278,,"FALSE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS64584","Hops","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_HOPS_request_spec.rb   --browser chrome","Verify HOPS Functionality in GS Mobile",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"ACTIVATE1","Membership","%QAAUTOMATION_SCRIPTS%\GameStopMobile\Spec\Pur_Activation\gsmobile_pur_activation.rb  --login enrolltestemail2709@gs.com --password fr@ud123 --browser chrome","Verify PUR Membership enrollment and activation on mobile",,,"TRUE",,,"FALSE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"United States of America",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","TRUE",,,,,"FALSE","FALSE",
"TFS68137","Login","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_account_locked_spec.rb   --browser chrome -e 'GSM Locked Account after five attempts'","GS Mobile Account locked after five attempts",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS68138","Login","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_account_locked_spec.rb   --browser chrome -e 'GSM Attempt to login less than 30 minutes'","GS Mobile Account locked after five attempts",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS68139","Login","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_account_locked_spec.rb   --browser chrome -e 'GSM Attempt to login less than 30 minutes'","GS Mobile Account locked after five attempts",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS68140","Login","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_account_locked_spec.rb   --browser chrome -e 'GSM Attempt to login after 30 minutes'","GS Mobile Account locked after five attempts",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS70172","Hops","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_HOPS_spec.rb   --browser chrome","GS Mobile Hops in Checkout as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS70173","Hops","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_HOPS_spec.rb   --browser chrome","GS Mobile Hops in Checkout as Guest with promo code",,,"TRUE",,"EcomQAUseONLY-4","TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
