"user","password","pur_num","oid","cid","mid","new_pwd"
"gsui_20141021_113222_050@qagsecomprod.oib.com","T3sting1",3976577379488,"3MWYsa3HFUeNngogPZzPVg",1239381296,1254775594,"T3sting1!"
"gsui_20141021_113225_806@qagsecomprod.oib.com","T3sting1",3976190626307,"MYw48saJWkqmjzXjtNfgRg",1239381297,1254775595,"T3sting1!"
"gsui_20141021_113228_376@qagsecomprod.oib.com","T3sting1",3976280209816,"yqwN6PHs_U65PHuLwNvDaA",1239381298,1254775596,"T3sting1!"
"gsui_20141021_113231_034@qagsecomprod.oib.com","T3sting1",3976939984272,"nctzaqZfx0qKHX3QmJywRQ",1239381299,1254775597,"T3sting1!"
"gsui_20141021_113233_520@qagsecomprod.oib.com","T3sting1",3976531644886,"d-Bi3oLk402xiLtOg_1Vhg",1239381300,1254775598,"T3sting1!"
"gsui_20141021_113236_731@qagsecomprod.oib.com","T3sting1",3976144121355,"CaqTWETbrkay-wU2uC5_tg",1239381301,1254775599,"T3sting1!"
"gsui_20141021_113239_344@qagsecomprod.oib.com","T3sting1",3976166661890,"Y7l96qp1q0uXfoZSTY3LiQ",1239381302,1254775600,"T3sting1!"
"gsui_20141021_113241_822@qagsecomprod.oib.com","T3sting1",3976992132082,"0lRsNpXVU0O4SJblxqJjag",1239381303,1254775601,"T3sting1!"
"gsui_20141021_113244_420@qagsecomprod.oib.com","T3sting1",3976483185938,"iCg8PysJwUCsFRA60OvJ2Q",1239381304,1254775602,"T3sting1!"
"gsui_20141021_113246_677@qagsecomprod.oib.com","T3sting1",3976126438777,"6sBMM0dDdEuMYF_GPMA1xw",1239381305,1254775603,"T3sting1!"
"gsui_20141021_113249_076@qagsecomprod.oib.com","T3sting1",3976014471278,"wfHDJCTF30W9k1tT1oK3YQ",1239381306,1254775604,"T3sting1!"
"gsui_20141021_113251_574@qagsecomprod.oib.com","T3sting1",3976404871939,"OrRDgaZ0G0WFRez7BNs_SQ",1239381307,1254775605,"T3sting1!"
"gsui_20141021_113254_202@qagsecomprod.oib.com","T3sting1",3976042523314,"yoa_JSTf80efwq59lA8OfA",1239381308,1254775606,"T3sting1!"
"gsui_20141021_113257_130@qagsecomprod.oib.com","T3sting1",3976941388264,"JqKQMMpGCE6hp5Zs5fPryQ",1239381309,1254775607,"T3sting1!"
"gsui_20141021_113259_433@qagsecomprod.oib.com","T3sting1",3976299743326,"qEBn24NfkEGgfFPceSobTw",1239381310,1254775608,"T3sting1!"
"gsui_20141021_113301_905@qagsecomprod.oib.com","T3sting1",3976212641235,"OTTn95c4XkuQHei9yQ6zPQ",1239381311,1254775609,"T3sting1!"
"gsui_20141021_113306_801@qagsecomprod.oib.com","T3sting1",3976418544233,"WdTvUNeme0SfA5cw1NV-YA",1239381312,1254775610,"T3sting1!"
"gsui_20141021_113309_831@qagsecomprod.oib.com","T3sting1",3976195365257,"vUh0Zs_-FkOXb1Iw2ZPcoA",1239381313,1254775611,"T3sting1!"
"gsui_20141021_113312_392@qagsecomprod.oib.com","T3sting1",3976805158324,"SENPuO5gtEal787PSLl7bw",1239381314,1254775612,"T3sting1!"
"gsui_20141021_113314_730@qagsecomprod.oib.com","T3sting1",3976938701453,"VUH10tNYX0a981DQMgUfmQ",1239381315,1254775613,"T3sting1!"
"gsui_20141021_113317_062@qagsecomprod.oib.com","T3sting1",3976645672435,"T6cL-6yCZUKs7uZQNmTmxg",1239381316,1254775614,"T3sting1!"
"gsui_20141021_113319_611@qagsecomprod.oib.com","T3sting1",3976471312585,"3o83hV-FTUClBbMuWe1FTg",1239381317,1254775615,"T3sting1!"
"gsui_20141021_113322_144@qagsecomprod.oib.com","T3sting1",3976620405082,"OjkTOcLUbk6qkSmdeEFcfg",1239381318,1254775616,"T3sting1!"
"gsui_20141021_113324_904@qagsecomprod.oib.com","T3sting1",3976690473804,"Vd2vDB5iMEyf6akE-5Tw9g",1239381319,1254775617,"T3sting1!"
"gsui_20141021_113327_566@qagsecomprod.oib.com","T3sting1",3976219039904,"V89btYV-y0aeYoQKPA2r5A",1239381320,1254775618,"T3sting1!"
"gsui_20141021_113329_999@qagsecomprod.oib.com","T3sting1",3976526702848,"EFM5hzy1VkygFyrnWh92Hg",1239381321,1254775619,"T3sting1!"
"gsui_20141021_113333_218@qagsecomprod.oib.com","T3sting1",3976297035329,"RLkcZaYsL0KkXirBdSJ4qw",1239381322,1254775620,"T3sting1!"
"gsui_20141021_113336_057@qagsecomprod.oib.com","T3sting1",3976168031597,"p0VmP2M0QUKAEhznWHHcWQ",1239381323,1254775621,"T3sting1!"
"gsui_20141021_113338_654@qagsecomprod.oib.com","T3sting1",3976822434401,"kSZvxTdmp0WG70xOLaK7pg",1239381324,1254775622,"T3sting1!"
"gsui_20141021_113341_567@qagsecomprod.oib.com","T3sting1",3976451478729,"9NLZ4P6wDk27gbPzmAAEjA",1239381325,1254775623,"T3sting1!"
"gsui_20141021_113344_437@qagsecomprod.oib.com","T3sting1",3976678441278,"3h8-hNFg7k_ggC_h8efGZw",1239381326,1254775624,"T3sting1!"
"gsui_20141021_113347_362@qagsecomprod.oib.com","T3sting1",3976401994536,"dN3hLkoFKEGg3fh9nAvHFA",1239381327,1254775625,"T3sting1!"
"gsui_20141021_113350_277@qagsecomprod.oib.com","T3sting1",3976326882345,"1dPCaHZHCkSizmxr89gEMA",1239381328,1254775626,"T3sting1!"
"gsui_20141021_113353_662@qagsecomprod.oib.com","T3sting1",3976004468045,"JrF6xxascE_MqVkTPJ-YfA",1239381329,1254775627,"T3sting1!"
"gsui_20141021_113357_026@qagsecomprod.oib.com","T3sting1",3976135349874,"66KjQBkzUEuENZrNT8H3Pg",1239381330,1254775628,"T3sting1!"
"gsui_20141021_113400_196@qagsecomprod.oib.com","T3sting1",3976506380748,"DbYdcz28y0uDEWfXlunBww",1239381331,1254775629,"T3sting1!"
"gsui_20141021_113406_460@qagsecomprod.oib.com","T3sting1",3976634324360,"ah2xHWvjy0OpcHLzkA8ZVg",1239381332,1254775630,"T3sting1!"
"gsui_20141021_113410_186@qagsecomprod.oib.com","T3sting1",3976565798145,"eVG-eLF_KkyVRBKh3tZG8Q",1239381333,1254775631,"T3sting1!"
"gsui_20141021_113414_307@qagsecomprod.oib.com","T3sting1",3976664435144,"CPWjfpX6tkGXDTxTg6JurA",1239381334,1254775632,"T3sting1!"
"gsui_20141021_113418_301@qagsecomprod.oib.com","T3sting1",3976050974219,"5x8Z9M3zkUqXzsTGwsqX9g",1239381335,1254775633,"T3sting1!"
"gsui_20141021_113422_517@qagsecomprod.oib.com","T3sting1",3976802042620,"SuWeiXKEk0Or-OISBrCI3Q",1239381336,1254775634,"T3sting1!"
"gsui_20141021_113425_926@qagsecomprod.oib.com","T3sting1",3976809804691,"Vho2LPqXYECf9S520u7tRw",1239381337,1254775635,"T3sting1!"
"gsui_20141021_113429_530@qagsecomprod.oib.com","T3sting1",3976188007437,"EP0-503muEmMHHIhsza91w",1239381338,1254775636,"T3sting1!"
"gsui_20141021_113433_528@qagsecomprod.oib.com","T3sting1",3976991996628,"CDsbCV6cK02jYwwK2Rrtmg",1239381339,1254775637,"T3sting1!"
"gsui_20141021_113438_261@qagsecomprod.oib.com","T3sting1",3976826414615,"h90Hiy0RKUyuLHuTp7VTWw",1239381340,1254775638,"T3sting1!"
"gsui_20141021_113442_954@qagsecomprod.oib.com","T3sting1",3976428051328,"AQpAEKloIk6b02PCNPQcpw",1239381341,1254775639,"T3sting1!"
"gsui_20141021_113447_039@qagsecomprod.oib.com","T3sting1",3976394276974,"4ynNlkzhIE_E-AKP7qP6zA",1239381342,1254775640,"T3sting1!"
"gsui_20141021_113451_388@qagsecomprod.oib.com","T3sting1",3976071097925,"3rqwWnCqW06V_Ad634fABA",1239381343,1254775641,"T3sting1!"
"gsui_20141021_113455_155@qagsecomprod.oib.com","T3sting1",3976981751629,"BfDYtsXjR0mSorHcrSSNWQ",1239381344,1254775642,"T3sting1!"
"gsui_20141021_113458_948@qagsecomprod.oib.com","T3sting1",3976618440869,"Dq3aEqnf2EidYyN-vwekng",1239381345,1254775643,"T3sting1!"
"gsui_20141021_113504_525@qagsecomprod.oib.com","T3sting1",3976736665876,"c1CoVQMpNkyOBo2r-IJQbg",1239381346,1254775644,"T3sting1!"
"gsui_20141021_113508_361@qagsecomprod.oib.com","T3sting1",3976065471763,"VY6TsBqE5k6rMwtMYco2-A",1239381347,1254775645,"T3sting1!"
"gsui_20141021_113512_447@qagsecomprod.oib.com","T3sting1",3976618335952,"MLoAD-WrvUetxPA84__gSQ",1239381348,1254775646,"T3sting1!"
"gsui_20141021_113516_258@qagsecomprod.oib.com","T3sting1",3976459584064,"dNWYDB0i8UWIkgCatiBQjg",1239381349,1254775647,"T3sting1!"
"gsui_20141021_113520_293@qagsecomprod.oib.com","T3sting1",3976121062457,"kZTWHMDEOUaKT2NbLLVZ7g",1239381350,1254775648,"T3sting1!"
"gsui_20141021_113523_838@qagsecomprod.oib.com","T3sting1",3976509913958,"TD4-Hmssl0eyhglGuqnF1Q",1239381351,1254775649,"T3sting1!"
"gsui_20141021_113527_280@qagsecomprod.oib.com","T3sting1",3976834228171,"siGMSIKjE02nF_zkwNmPAg",1239381352,1254775650,"T3sting1!"
"gsui_20141021_113530_997@qagsecomprod.oib.com","T3sting1",3976368290316,"0Shj6R2AMkW8ELk4i1ZPqQ",1239381353,1254775651,"T3sting1!"
"gsui_20141021_113534_725@qagsecomprod.oib.com","T3sting1",3976728234475,"FCHOQZ3iwk239qMwBTySOg",1239381354,1254775652,"T3sting1!"
"gsui_20141021_113538_102@qagsecomprod.oib.com","T3sting1",3976015439571,"FvRi9nxrnU_YaOctWEe_oA",1239381355,1254775653,"T3sting1!"
"gsui_20141021_113540_938@qagsecomprod.oib.com","T3sting1",3976738597598,"IL8Dl0RuSEOShenUPxcT9g",1239381356,1254775654,"T3sting1!"
"gsui_20141021_113543_833@qagsecomprod.oib.com","T3sting1",3976172244434,"mLwQRy7QsE_e8Bc6DUXPhQ",1239381357,1254775655,"T3sting1!"
"gsui_20141021_113547_716@qagsecomprod.oib.com","T3sting1",3976627683632,"zFbSMMLXEEy43Bx-nvL7JQ",1239381358,1254775656,"T3sting1!"
"gsui_20141021_113550_406@qagsecomprod.oib.com","T3sting1",3976337249799,"0ruWT0ypT0KDG6h_C1YN8g",1239381359,1254775657,"T3sting1!"
"gsui_20141021_113553_946@qagsecomprod.oib.com","T3sting1",3976972672255,"3jvO-cD6xUeYylr_-D6wMg",1239381360,1254775658,"T3sting1!"
"gsui_20141021_113557_148@qagsecomprod.oib.com","T3sting1",3976505882322,"ldJq9urnRk27XTD39zEXoA",1239381361,1254775659,"T3sting1!"
"gsui_20141021_113600_564@qagsecomprod.oib.com","T3sting1",3976901857589,"9i5mN9NVCkGs2-D0e5FmOg",1239381362,1254775660,"T3sting1!"
"gsui_20141021_113603_323@qagsecomprod.oib.com","T3sting1",3976781695448,"JQA_sACvvUS58m3ECoPlvw",1239381363,1254775661,"T3sting1!"
"gsui_20141021_113608_115@qagsecomprod.oib.com","T3sting1",3976635656158,"lZCuqszqdUWTbz0GbehaEQ",1239381364,1254775662,"T3sting1!"
"gsui_20141021_113611_280@qagsecomprod.oib.com","T3sting1",3976089459018,"wt_stFf1VkaXKSVqSG6f-g",1239381365,1254775663,"T3sting1!"
"gsui_20141021_113615_098@qagsecomprod.oib.com","T3sting1",3976168400362,"NmYnXc276EqrmOQeTTeFiA",1239381366,1254775664,"T3sting1!"
"gsui_20141021_113617_909@qagsecomprod.oib.com","T3sting1",3976780193346,"pa2sUsY5lUSqyBQlN3zSTA",1239381367,1254775665,"T3sting1!"
"gsui_20141021_113621_150@qagsecomprod.oib.com","T3sting1",3976501788929,"LP8GZ3twhkeuxNSPPI09xw",1239381368,1254775666,"T3sting1!"
"gsui_20141021_113624_803@qagsecomprod.oib.com","T3sting1",3976472856523,"HN9srynW70SI6RlijMFiKg",1239381369,1254775667,"T3sting1!"
"gsui_20141021_113628_349@qagsecomprod.oib.com","T3sting1",3976076904182,"ME_VRgSPDU_DG9Ki7SBA3A",1239381370,1254775668,"T3sting1!"
"gsui_20141021_113631_944@qagsecomprod.oib.com","T3sting1",3976414900462,"BPDJKNff90OEAaXfDAF4Tg",1239381371,1254775669,"T3sting1!"
"gsui_20141021_113636_270@qagsecomprod.oib.com","T3sting1",3976892343037,"AzcAeBJA3UWt5f2eIuh8Fg",1239381372,1254775670,"T3sting1!"
"gsui_20141021_113640_512@qagsecomprod.oib.com","T3sting1",3976724383219,"u3CsCb3YBEWO1J2krpw60A",1239381373,1254775671,"T3sting1!"
"gsui_20141021_113643_748@qagsecomprod.oib.com","T3sting1",3976495079558,"5zE7KMNOckWcbasofNaWuA",1239381374,1254775672,"T3sting1!"
"gsui_20141021_113646_991@qagsecomprod.oib.com","T3sting1",3976046044689,"N9B3bFx9sEqOMrhP_wKJQw",1239381375,1254775673,"T3sting1!"
"gsui_20141021_113649_898@qagsecomprod.oib.com","T3sting1",3976839333539,"L9gJpPncvEaSqXIDDFSxCQ",1239381376,1254775674,"T3sting1!"
"gsui_20141021_113653_473@qagsecomprod.oib.com","T3sting1",3976316131893,"su3FibFN_kC92LTzuXgApQ",1239381377,1254775675,"T3sting1!"
"gsui_20141021_113656_342@qagsecomprod.oib.com","T3sting1",3976001201050,"tDbdhcs03k2YZUl-uRVKBQ",1239381378,1254775676,"T3sting1!"
"gsui_20141021_113659_420@qagsecomprod.oib.com","T3sting1",3976612432938,"w1VI6Eq0DUKxkv-vC926DA",1239381379,1254775677,"T3sting1!"
"gsui_20141021_113703_917@qagsecomprod.oib.com","T3sting1",3976560515957,"uqexUjF5mEm-UyGS48f_Wg",1239381380,1254775678,"T3sting1!"
"gsui_20141021_113708_196@qagsecomprod.oib.com","T3sting1",3976222393710,"g_HKZa1Is0Slu1WypWsSgg",1239381381,1254775679,"T3sting1!"
"gsui_20141021_113711_706@qagsecomprod.oib.com","T3sting1",3976396283788,"E_co4Q_4sUy7XqR4cX3_KQ",1239381382,1254775680,"T3sting1!"
"gsui_20141021_113714_546@qagsecomprod.oib.com","T3sting1",3976143957957,"yi2yjh1J_ki2hA4g6mDUPQ",1239381383,1254775681,"T3sting1!"
"gsui_20141021_113717_800@qagsecomprod.oib.com","T3sting1",3976937799904,"Ebl40JeZpEKoMaN6FrqPSw",1239381384,1254775682,"T3sting1!"
"gsui_20141021_113722_099@qagsecomprod.oib.com","T3sting1",3976749000640,"kF6FpM55n0OvO_YCtEEiww",1239381385,1254775683,"T3sting1!"
"gsui_20141021_113725_130@qagsecomprod.oib.com","T3sting1",3976951568482,"0nuMO8mHXkKfZgBatRQ7sw",1239381386,1254775684,"T3sting1!"
"gsui_20141021_113729_130@qagsecomprod.oib.com","T3sting1",3976284141858,"2fOSTR-7GEikQ67ngWnHkw",1239381387,1254775685,"T3sting1!"
"gsui_20141021_113732_238@qagsecomprod.oib.com","T3sting1",3976435509375,"xo1dvseMzES3tXwfF6QTTg",1239381388,1254775686,"T3sting1!"
"gsui_20141021_113735_796@qagsecomprod.oib.com","T3sting1",3976664420997,"A1m067JXD0ak7daCES7dWA",1239381389,1254775687,"T3sting1!"
"gsui_20141021_113740_074@qagsecomprod.oib.com","T3sting1",3976288604018,"ZP0JJN1g502nU79qSuq-Zw",1239381390,1254775688,"T3sting1!"
"gsui_20141021_110624_851@qagsecomprod.oib.com","p#@vj6462N",3976410617516,"Xs0m2NgnLkClZEeIrRMArA",1239380927,1254775225,"T3sting1!"
